time(ms)	pitch_reference	pitch_prediction	deviation
0.0	0.0	0.0	0.0
0.006	0.0	0.0	0.0
0.012	0.0	0.0	0.0
0.017	192.662	0.0	192.662
0.023	183.918	0.0	183.918
0.028999999999999998	173.222	0.0	173.222
0.035	173.423	0.0	173.423
0.040999999999999995	173.895	0.0	173.895
0.046	174.3	0.0	174.3
0.052000000000000005	174.274	0.0	174.274
0.057999999999999996	174.26	0.0	174.26
0.064	174.195	0.0	174.195
0.07	174.063	0.0	174.063
0.075	173.91	0.0	173.91
0.081	173.739	0.0	173.739
0.087	173.56799999999998	0.0	173.56799999999998
0.09300000000000001	173.394	0.0	173.394
0.099	173.229	0.0	173.229
0.10400000000000001	173.07299999999998	0.0	173.07299999999998
0.11	172.94299999999998	0.0	172.94299999999998
0.11599999999999999	172.859	0.0	172.859
0.122	172.82299999999998	0.0	172.82299999999998
0.128	172.83700000000002	0.0	172.83700000000002
0.134	172.924	0.0	172.924
0.139	173.058	0.0	173.058
0.145	173.25799999999998	0.0	173.25799999999998
0.151	173.583	0.0	173.583
0.157	174.075	0.0	174.075
0.163	174.8	0.0	174.8
0.168	175.722	0.0	175.722
0.174	176.78	0.0	176.78
0.18	178.14700000000002	0.0	178.14700000000002
0.18600000000000003	179.64	0.0	179.64
0.192	180.96099999999998	0.0	180.96099999999998
0.19699999999999998	182.08700000000002	0.0	182.08700000000002
0.203	182.804	0.0	182.804
0.209	183.253	0.0	183.253
0.215	183.38299999999998	0.0	183.38299999999998
0.221	183.32	0.0	183.32
0.226	183.162	0.0	183.162
0.23199999999999998	183.125	0.0	183.125
0.23800000000000002	183.11900000000003	0.0	183.11900000000003
0.244	183.13099999999997	0.0	183.13099999999997
0.25	183.063	0.0	183.063
0.255	182.998	0.0	182.998
0.261	182.954	0.0	182.954
0.267	182.907	0.0	182.907
0.273	182.72400000000002	0.0	182.72400000000002
0.27899999999999997	182.46099999999998	0.0	182.46099999999998
0.284	182.173	0.0	182.173
0.29	181.921	0.0	181.921
0.29600000000000004	181.831	0.0	181.831
0.302	181.946	0.0	181.946
0.308	182.18200000000002	0.0	182.18200000000002
0.313	182.421	0.0	182.421
0.319	182.60299999999998	0.0	182.60299999999998
0.325	182.768	0.0	182.768
0.331	183.00799999999998	0.0	183.00799999999998
0.337	183.363	0.0	183.363
0.342	183.875	0.0	183.875
0.348	184.445	0.0	184.445
0.354	184.967	0.0	184.967
0.36	185.43599999999998	0.0	185.43599999999998
0.366	185.77	0.0	185.77
0.37200000000000005	185.96599999999998	0.0	185.96599999999998
0.377	186.122	0.0	186.122
0.38299999999999995	186.25900000000001	0.0	186.25900000000001
0.389	186.357	0.0	186.357
0.395	186.408	0.0	186.408
0.401	186.412	0.0	186.412
0.406	186.363	0.0	186.363
0.41200000000000003	186.15	0.0	186.15
0.418	185.701	0.0	185.701
0.424	185.095	0.0	185.095
0.43	184.524	0.0	184.524
0.435	183.977	0.0	183.977
0.441	183.343	0.0	183.343
0.447	182.679	0.0	182.679
0.45299999999999996	182.171	0.0	182.171
0.45899999999999996	181.98	0.0	181.98
0.46399999999999997	182.11	0.0	182.11
0.47	182.417	0.0	182.417
0.47600000000000003	182.785	0.0	182.785
0.48200000000000004	183.183	0.0	183.183
0.488	183.57299999999998	0.0	183.57299999999998
0.493	183.919	0.0	183.919
0.499	184.148	0.0	184.148
0.505	184.245	0.0	184.245
0.511	184.324	0.0	184.324
0.517	184.53799999999998	0.0	184.53799999999998
0.522	184.956	0.0	184.956
0.528	185.50400000000002	0.0	185.50400000000002
0.534	186.023	0.0	186.023
0.54	186.52700000000002	0.0	186.52700000000002
0.546	187.051	0.0	187.051
0.551	187.5	0.0	187.5
0.557	187.705	0.0	187.705
0.563	187.613	0.0	187.613
0.569	187.271	0.0	187.271
0.575	186.761	372.1419372558594	185.38093725585938
0.58	186.074	372.1419372558594	186.06793725585936
0.586	185.21900000000002	369.99853515625	184.77953515624998
0.5920000000000001	184.335	378.64691162109375	194.31191162109374
0.598	183.56400000000002	365.74871826171875	182.18471826171873
0.604	182.985	380.84039306640625	197.85539306640624
0.61	182.62	363.64215087890625	181.02215087890625
0.615	182.47	359.4653625488281	176.99536254882813
0.621	182.578	365.74871826171875	183.17071826171875
0.627	182.946	357.39495849609375	174.44895849609375
0.633	183.50099999999998	369.99853515625	186.49753515625002
0.639	184.081	359.4653625488281	175.38436254882814
0.644	184.503	365.74871826171875	181.24571826171876
0.65	184.737	363.64215087890625	178.90515087890626
0.6559999999999999	184.824	369.99853515625	185.17453515625
0.662	184.78599999999997	372.1419372558594	187.3559372558594
0.6679999999999999	184.67700000000002	369.99853515625	185.32153515624998
0.6729999999999999	184.562	380.84039306640625	196.27839306640624
0.679	184.468	367.8675231933594	183.39952319335939
0.685	184.47	385.2655944824219	200.79559448242188
0.691	184.613	367.8675231933594	183.25452319335938
0.6970000000000001	184.898	369.99853515625	185.10053515625
0.7020000000000001	185.32299999999998	374.2977600097656	188.97476000976565
0.708	185.91099999999997	365.74871826171875	179.83771826171878
0.7140000000000001	186.639	372.1419372558594	185.50293725585936
0.72	187.423	367.8675231933594	180.44452319335937
0.726	188.03400000000002	376.4660339355469	188.43203393554685
0.731	188.313	374.2977600097656	185.98476000976564
0.737	188.30700000000002	378.64691162109375	190.33991162109373
0.743	188.118	376.4660339355469	188.34803393554688
0.7490000000000001	187.83	376.4660339355469	188.63603393554686
0.755	187.513	378.64691162109375	191.13391162109374
0.76	187.185	374.2977600097656	187.11276000976562
0.7659999999999999	186.88	374.2977600097656	187.41776000976563
0.772	186.606	372.1419372558594	185.53593725585938
0.778	186.27599999999998	372.1419372558594	185.8659372558594
0.784	185.745	369.99853515625	184.25353515625
0.789	184.878	369.99853515625	185.12053515625
0.795	183.761	367.8675231933594	184.10652319335938
0.8009999999999999	182.537	365.74871826171875	183.21171826171874
0.807	181.30599999999998	363.64215087890625	182.33615087890627
0.813	180.077	363.64215087890625	183.56515087890625
0.8190000000000001	179.199	548.0051879882812	368.80618798828124
0.8240000000000001	178.87400000000002	523.258056640625	344.384056640625
0.83	179.06400000000002	532.4044799804688	353.34047998046873
0.836	179.562	544.8489379882812	365.28693798828124
0.8420000000000001	180.095	548.0051879882812	367.9101879882812
0.848	180.56599999999997	538.5906982421875	358.0246982421875
0.853	181.111	541.7108154296875	360.5998154296875
0.8590000000000001	181.833	541.7108154296875	359.87781542968753
0.865	182.71400000000003	532.4044799804688	349.6904799804687
0.871	183.858	557.584228515625	373.726228515625
0.877	185.47299999999998	564.0631103515625	378.59011035156254
0.882	187.542	567.3306884765625	379.78868847656247
0.888	189.618	567.3306884765625	377.7126884765625
0.894	191.426	570.6172485351562	379.19124853515626
0.9	193.172	573.9227905273438	380.7507905273437
0.9059999999999999	194.952	577.2474975585938	382.29549755859375
0.9109999999999999	196.523	594.1622314453125	397.6392314453125
0.917	197.83	594.1622314453125	396.33223144531246
0.9229999999999999	198.42	594.1622314453125	395.74223144531254
0.929	198.21900000000002	604.548095703125	406.32909570312495
0.935	197.338	594.1622314453125	396.82423144531253
0.94	195.919	583.954833984375	388.035833984375
0.946	194.204	580.591552734375	386.387552734375
0.9520000000000001	192.362	573.9227905273438	381.5607905273438
0.958	190.175	567.3306884765625	377.1556884765625
0.9640000000000001	187.612	560.8143310546875	373.20233105468753
0.9690000000000001	185.09799999999998	548.0051879882812	362.9071879882813
0.975	182.236	544.8489379882812	362.61293798828126
0.981	179.457	538.5906982421875	359.1336982421875
0.987	176.44799999999998	526.2892456054688	349.84124560546877
0.993	174.493	526.2892456054688	351.79624560546876
0.998	172.951	520.2442626953125	347.2932626953125
1.004	171.908	520.2442626953125	348.3362626953125
1.01	171.06900000000002	517.2478637695312	346.17886376953123
1.016	170.546	511.3067321777344	340.7607321777344
1.022	170.588	514.2687377929688	343.6807377929688
1.0270000000000001	171.24099999999999	514.2687377929688	343.02773779296876
1.033	172.42700000000002	523.258056640625	350.831056640625
1.0390000000000001	174.282	523.258056640625	348.97605664062496
1.045	176.642	538.5906982421875	361.9486982421875
1.051	180.05	544.8489379882812	364.79893798828124
1.057	183.11599999999999	355.3365173339844	172.2205173339844
1.062	187.22799999999998	376.4660339355469	189.2380339355469
