time(ms)	pitch_reference	pitch_prediction	deviation
0.0	0.0	0.0	0.0
0.006	0.0	0.0	0.0
0.012	0.0	0.0	0.0
0.017	0.0	0.0	0.0
0.023	0.0	0.0	0.0
0.028999999999999998	296.131	0.0	296.131
0.035	296.663	0.0	296.663
0.040999999999999995	298.909	0.0	298.909
0.046	300.298	0.0	300.298
0.052000000000000005	299.094	0.0	299.094
0.057999999999999996	302.394	0.0	302.394
0.064	380.276	0.0	380.276
0.07	378.32199999999995	0.0	378.32199999999995
0.075	373.936	0.0	373.936
0.081	363.351	0.0	363.351
0.087	345.74199999999996	0.0	345.74199999999996
0.09300000000000001	338.278	0.0	338.278
0.099	319.22700000000003	0.0	319.22700000000003
0.10400000000000001	312.089	0.0	312.089
0.11	304.974	0.0	304.974
0.11599999999999999	303.80400000000003	0.0	303.80400000000003
0.122	302.847	0.0	302.847
0.128	301.89099999999996	0.0	301.89099999999996
0.134	303.943	0.0	303.943
0.139	305.863	0.0	305.863
0.145	307.73	307.5564880371094	0.1735119628906432
0.151	309.414	300.5318298339844	8.882170166015612
0.157	310.457	312.9324951171875	2.4754951171875064
0.163	310.909	312.9324951171875	2.023495117187508
0.168	311.111	298.8009033203125	12.31009667968749
0.174	311.14	311.1301574707031	0.009842529296861358
0.18	311.158	322.1021728515625	10.944172851562485
0.18600000000000003	311.161	305.7850646972656	5.375935302734376
0.192	311.11	316.5686340332031	5.458634033203111
0.19699999999999998	311.059	322.1021728515625	11.043172851562474
0.203	311.075	300.5318298339844	10.543170166015614
0.209	311.08099999999996	288.6225891113281	22.458410888671835
0.215	311.082	286.9602355957031	24.12176440429687
0.221	311.086	295.36883544921875	15.717164550781263
0.226	311.08799999999997	316.5686340332031	5.48063403320316
0.23199999999999998	311.031	323.9681091308594	12.937109130859369
0.23800000000000002	310.973	343.2323913574219	32.25939135742186
0.244	311.024	320.24700927734375	9.223009277343749
0.25	311.059	314.74530029296875	3.686300292968724
0.255	311.094	304.0238952636719	7.070104736328119
0.261	311.138	311.1301574707031	0.007842529296851808
0.267	311.182	312.9324951171875	1.7504951171874836
0.273	311.283	302.2728271484375	9.010172851562515
0.27899999999999997	311.42400000000004	316.5686340332031	5.14463403320309
0.284	311.545	309.3381652832031	2.206834716796891
0.29	311.699	298.8009033203125	12.898096679687512
0.29600000000000004	311.906	309.3381652832031	2.567834716796881
0.302	312.113	307.5564880371094	4.5565119628906245
0.308	312.184	302.2728271484375	9.911172851562526
0.313	312.322	309.3381652832031	2.9838347167968777
0.319	312.427	311.1301574707031	1.296842529296896
0.325	312.4	305.7850646972656	6.614935302734352
0.331	312.42900000000003	311.1301574707031	1.2988425292969055
0.337	312.465	302.2728271484375	10.192172851562475
0.342	312.421	309.3381652832031	3.0828347167968673
0.348	312.433	314.74530029296875	2.3123002929687573
0.354	312.392	305.7850646972656	6.606935302734371
0.36	312.409	305.7850646972656	6.623935302734367
0.366	312.397	282.0304260253906	30.366573974609366
0.37200000000000005	312.35400000000004	282.0304260253906	30.323573974609417
0.377	312.342	304.0238952636719	8.31810473632811
0.38299999999999995	312.252	318.4024963378906	6.1504963378906155
0.389	312.254	309.3381652832031	2.915834716796894
0.395	312.212	309.3381652832031	2.873834716796864
0.401	312.17900000000003	311.1301574707031	1.0488425292969055
0.406	312.107	320.24700927734375	8.140009277343722
0.41200000000000003	312.04	305.7850646972656	6.2549353027343955
0.418	312.012	316.5686340332031	4.5566340332031245
0.424	311.994	322.1021728515625	10.108172851562472
0.43	311.973	302.2728271484375	9.700172851562513
0.435	311.907	316.5686340332031	4.661634033203143
0.441	311.91700000000003	316.5686340332031	4.651634033203095
0.447	311.873	309.3381652832031	2.5348347167968655
0.45299999999999996	311.894	316.5686340332031	4.6746340332031195
0.45899999999999996	311.88	311.1301574707031	0.7498425292968705
0.46399999999999997	311.839	307.5564880371094	4.282511962890624
0.47	311.86	316.5686340332031	4.708634033203111
0.47600000000000003	311.776	311.1301574707031	0.6458425292968855
0.48200000000000004	311.784	312.9324951171875	1.1484951171875082
0.488	311.741	312.9324951171875	1.1914951171875146
0.493	311.692	307.5564880371094	4.135511962890632
0.499	311.661	307.5564880371094	4.104511962890626
0.505	311.563	311.1301574707031	0.4328425292968632
0.511	311.55400000000003	309.3381652832031	2.2158347167969055
0.517	311.527	316.5686340332031	5.041634033203138
0.522	311.52	309.3381652832031	2.181834716796857
0.528	311.503	309.3381652832031	2.164834716796861
0.534	311.506	312.9324951171875	1.4264951171875282
0.54	311.547	307.5564880371094	3.9905119628906505
0.546	311.639	316.5686340332031	4.929634033203115
0.551	311.743	312.9324951171875	1.189495117187505
0.557	311.832	309.3381652832031	2.4938347167968686
0.563	312.001	318.4024963378906	6.401496337890649
0.569	312.132	309.3381652832031	2.79383471679688
0.575	312.318	312.9324951171875	0.6144951171875164
0.58	312.474	316.5686340332031	4.0946340332031355
0.586	312.596	307.5564880371094	5.039511962890629
0.5920000000000001	312.737	314.74530029296875	2.008300292968727
0.598	312.801	320.24700927734375	7.446009277343762
0.604	312.901	309.3381652832031	3.5628347167968855
0.61	312.947	318.4024963378906	5.455496337890622
0.615	312.97900000000004	322.1021728515625	9.123172851562458
0.621	312.933	309.3381652832031	3.5948347167968677
0.627	312.89599999999996	312.9324951171875	0.03649511718754184
0.633	312.857	318.4024963378906	5.545496337890597
0.639	312.82	309.3381652832031	3.481834716796868
0.644	312.77299999999997	307.5564880371094	5.216511962890593
0.65	312.688	300.5318298339844	12.156170166015613
0.6559999999999999	312.64799999999997	322.1021728515625	9.454172851562532
0.662	312.559	316.5686340332031	4.009634033203099
0.6679999999999999	312.533	300.5318298339844	12.00117016601564
0.6729999999999999	312.491	312.9324951171875	0.44149511718751455
0.679	312.46	312.9324951171875	0.47249511718752046
0.685	312.41700000000003	305.7850646972656	6.631935302734405
0.691	312.344	312.9324951171875	0.5884951171875059
0.6970000000000001	312.32599999999996	307.5564880371094	4.76951196289059
0.7020000000000001	312.28700000000003	314.74530029296875	2.4583002929687154
0.708	312.259	312.9324951171875	0.6734951171874854
0.7140000000000001	312.23	312.9324951171875	0.7024951171874818
0.72	312.202	312.9324951171875	0.7304951171875018
0.726	311.346	312.9324951171875	1.5864951171874964
0.731	311.173	309.3381652832031	1.8348347167968768
0.737	311.177	316.5686340332031	5.391634033203104
0.743	311.22700000000003	309.3381652832031	1.8888347167969073
0.7490000000000001	311.276	312.9324951171875	1.6564951171874895
0.755	313.764	314.74530029296875	0.98130029296874
0.76	311.883	305.7850646972656	6.097935302734356
0.7659999999999999	310.002	316.5686340332031	6.5666340332031155
0.772	308.12	305.7850646972656	2.3349353027343795
0.778	305.02099999999996	302.2728271484375	2.748172851562458
0.784	304.06	304.0238952636719	0.036104736328127274
0.789	304.586	302.2728271484375	2.3131728515625127
0.795	306.19599999999997	307.5564880371094	1.3604880371094055
0.8009999999999999	308.21299999999997	305.7850646972656	2.4279353027343404
0.807	309.808	312.9324951171875	3.1244951171875073
0.813	308.498	311.1301574707031	2.6321574707031345
0.8190000000000001	308.806	312.9324951171875	4.126495117187517
0.8240000000000001	309.113	314.74530029296875	5.6323002929687505
0.83	309.42	312.9324951171875	3.512495117187484
0.836	309.728	307.5564880371094	2.1715119628906336
0.8420000000000001	311.158	307.5564880371094	3.6015119628906405
0.848	311.153	314.74530029296875	3.59230029296873
0.853	310.72700000000003	305.7850646972656	4.941935302734407
0.8590000000000001	311.10200000000003	309.3381652832031	1.7638347167969073
0.865	311.089	312.9324951171875	1.8434951171875014
0.871	311.07599999999996	312.9324951171875	1.856495117187535
0.877	311.063	305.7850646972656	5.277935302734363
0.882	310.982	312.9324951171875	1.9504951171874723
0.888	310.88599999999997	311.1301574707031	0.24415747070315774
0.894	310.819	309.3381652832031	1.4808347167968918
0.9	310.738	311.1301574707031	0.39215747070312545
0.9059999999999999	310.745	311.1301574707031	0.38515747070312045
0.9109999999999999	310.67900000000003	309.3381652832031	1.3408347167969055
0.917	310.717	311.1301574707031	0.41315747070314046
0.9229999999999999	310.754	309.3381652832031	1.415834716796894
0.929	310.73900000000003	314.74530029296875	4.006300292968717
0.935	310.809	307.5564880371094	3.252511962890651
0.94	310.844	311.1301574707031	0.2861574707031309
